step,index,mean_losses,bottom_conf_intervals,top_conf_intervals,token_bow_mean_losses,token_bottom_conf_intervals,token_top_conf_intervals
0,1023.5,11.015335362433332,10.855033619141896,11.175637105724768,11.017589008196412,10.8575274947231,11.177650521669722
1,1023.5,11.015335362433332,10.855033619141896,11.175637105724768,11.017287186513462,10.857088015492764,11.17748635753416
2,1023.5,11.010351330741834,10.849925680058153,11.170776981425515,11.012843583775608,10.853500392673604,11.172186774877613
4,1023.5,10.821436410057744,10.633035698197174,11.009837121918316,10.834334251233809,10.648116444231746,11.020552058235872
8,1023.5,10.303678599347075,9.924211698082367,10.683145500611783,10.338548283932742,9.979143529960703,10.69795303790478
16,1023.5,9.669578656026395,9.03144674903915,10.30771056301364,9.763631511598016,9.169397973802674,10.357865049393357
32,1023.5,9.27258245147732,8.572713181505751,9.97245172144889,9.67713735735812,9.101788702339842,10.2524860123764
64,1023.5,8.491823976237608,7.687100288747552,9.296547663727663,9.570773412602337,8.992367282440025,10.14917954276465
128,1023.5,7.294332572242896,6.429764775817131,8.158900368668661,8.87383982364009,8.260840263401347,9.486839383878833
256,1023.5,6.005792184158467,5.138928700314356,6.8726556680025785,8.609930918139629,7.892023680697635,9.327838155581622
512,1023.5,4.975743400731398,4.149431778338356,5.802055023124439,8.923897874303345,8.087991792102004,9.759803956504685
1000,1023.5,3.606035818384868,2.7892093960681006,4.422862240701636,8.836200401026053,7.958600751921812,9.713800050130295
2000,1023.5,2.934541957674031,2.1864251481364425,3.682658767211619,8.244219987609215,7.381871309099769,9.10656866611866
3000,1023.5,2.734239670237398,2.0096349720340316,3.4588443684407646,7.948273337488168,7.123137093387751,8.773409581588586
4000,1023.5,2.6290859559863407,1.917967758007652,3.340204153965029,7.7854370325691145,6.978006082103135,8.592867983035095
5000,1023.5,2.5649361039468515,1.8647009377865689,3.265171270107134,7.710094927800418,6.926805971701405,8.49338388389943
6000,1023.5,2.523530711473431,1.825399972918143,3.221661450028719,7.669271715604432,6.882383691494731,8.456159739714133
7000,1023.5,2.488626499364436,1.7962205563177238,3.181032442411148,7.640030474168113,6.866403997178327,8.4136569511579
8000,1023.5,2.4614286064735067,1.7715405382443854,3.1513166747026284,7.675975656705779,6.878277461057591,8.473673852353967
9000,1023.5,2.4423637107589964,1.7549307056293368,3.129796715888656,7.621439478432202,6.839114604986686,8.403764351877717
10000,1023.5,2.4235758578788986,1.738877770550071,3.1082739452077264,7.609066904296329,6.815003257499737,8.403130551092922
11000,1023.5,2.4072163739265515,1.7241157135822238,3.0903170342708792,7.564791880086413,6.776186347079253,8.353397413093573
12000,1023.5,2.3925466405672755,1.7129788769077043,3.0721144042268467,7.5636005078519615,6.777835448063252,8.34936556764067
13000,1023.5,2.3803503466486773,1.7053890686294615,3.0553116246678935,7.573880786122547,6.785923487139959,8.361838085105134
14000,1023.5,2.3721529841731392,1.700573957391781,3.0437320109544976,7.532262324140483,6.737996472252992,8.326528176027972
15000,1023.5,2.363703037107225,1.6888298431371085,3.038576231077341,7.513771643794618,6.725601802259981,8.301941485329253
16000,1023.5,2.3518790981683986,1.6815502762636934,3.022207920073104,7.514992922070441,6.737743386614042,8.29224245752684
17000,1023.5,2.3459692950725572,1.6743472847204601,3.0175913054246544,7.568209221201807,6.783539052461778,8.352879389941835
18000,1023.5,2.3393201523103233,1.6683956478874455,3.0102446567332013,7.5277171817306145,6.742473006355939,8.312961357105289
19000,1023.5,2.335453353737546,1.6603395328748707,3.010567174600222,7.514339155393739,6.717899742841931,8.310778567945547
20000,1023.5,2.32832942014019,1.6590888053949846,2.997570034885395,7.513759062921416,6.724891866513626,8.302626259329207
21000,1023.5,2.325170591543578,1.6550042654788533,2.995336917608303,7.555223214532247,6.755558252448193,8.354888176616301
22000,1023.5,2.317881099520376,1.6458365238808792,2.989925675159872,7.527996562615431,6.713184268434255,8.342808856796605
23000,1023.5,2.3127167490100513,1.642648759145687,2.9827847388744155,7.499510552990055,6.709344193242974,8.289676912737137
24000,1023.5,2.307284163318607,1.6389340283462726,2.9756342982909416,7.524045730527758,6.728591737103765,8.31949972395175
25000,1023.5,2.3062640128747938,1.6367589337010715,2.9757690920485165,7.497469936467757,6.701297611714829,8.293642261220684
26000,1023.5,2.3035274582228875,1.6395425926300065,2.9675123238157686,7.512126669455909,6.726356149257105,8.297897189654712
27000,1023.5,2.297733451242752,1.6356730844028993,2.9597938180826047,7.473108260343392,6.696078443235533,8.25013807745125
28000,1023.5,2.294080814639723,1.6276804539442853,2.9604811753351608,7.456024173227157,6.660899516346985,8.25114883010733
29000,1023.5,2.289124422356217,1.6242378372257715,2.9540110074866623,7.468006836322294,6.671918922696744,8.264094749947844
30000,1023.5,2.286199111139927,1.619830124888332,2.952568097391522,7.509346454661915,6.7061643276618,8.31252858166203
31000,1023.5,2.285456009802696,1.6190427351852852,2.9518692844201064,7.470745134771455,6.663765894656194,8.277724374886716
32000,1023.5,2.285569866688644,1.6217041307582571,2.9494356026190314,7.483693556705883,6.679946127656458,8.287440985755307
33000,1023.5,2.280272653813031,1.6164887924427573,2.9440565151833042,7.473454776573544,6.688439280183805,8.258470272963283
34000,1023.5,2.276572095660766,1.615264956161714,2.937879235159818,7.444820740521748,6.654576193767528,8.235065287275969
35000,1023.5,2.2764389465743444,1.6141043225474814,2.938773570601208,7.487692823241487,6.696426399954937,8.278959246528037
36000,1023.5,2.2744297522568955,1.6121948620406246,2.936664642473166,7.505305240050241,6.69463171987911,8.315978760221372
37000,1023.5,2.272206655752271,1.6124307101795345,2.9319826013250068,7.488442353909861,6.686033402456269,8.290851305363452
38000,1023.5,2.2693776835622437,1.6103935364456345,2.9283618306788526,7.463169560099198,6.672447307180922,8.253891813017475
39000,1023.5,2.268334719776799,1.6086871054107668,2.9279823341428304,7.447819747398062,6.661740947716776,8.233898547079347
40000,1023.5,2.2643106335919665,1.6071455694751169,2.921475697708816,7.479761561140664,6.690830646423,8.268692475858328
41000,1023.5,2.2640994995074584,1.602940678326969,2.925258320687948,7.468657971787108,6.6663265379011705,8.270989405673046
42000,1023.5,2.2615304069571818,1.602517904811474,2.920542909102889,7.4784078890818515,6.675030827094215,8.281784951069488
43000,1023.5,2.2596999899950414,1.6016828601079023,2.9177171198821803,7.488427655093353,6.6813883325197105,8.295466977666996
44000,1023.5,2.255122850905492,1.5955364555653684,2.9147092462456152,7.489172724101365,6.679892612320402,8.298452835882328
45000,1023.5,2.2532621228586285,1.595719500227488,2.910804745489769,7.481843794132017,6.689817720225378,8.273869868038656
46000,1023.5,2.2537808308808507,1.5945279624810185,2.913033699280683,7.476921672923019,6.674126924651485,8.279716421194552
47000,1023.5,2.2525874016297993,1.5950547147448446,2.910120088514754,7.445044428398925,6.651123489858694,8.238965366939157
48000,1023.5,2.2492266105236167,1.5932700468107432,2.9051831742364898,7.442642337558059,6.646259820673421,8.239024854442697
49000,1023.5,2.24558321600458,1.586157267798129,2.905009164211031,7.484189997046766,6.671836929372602,8.29654306472093
50000,1023.5,2.245629080227719,1.5913473602467245,2.8999108002087133,7.409525857029975,6.624633572717923,8.194418141342027
51000,1023.5,2.244348168262733,1.5867354400418021,2.901960896483664,7.468380519106688,6.669463008109253,8.267298030104122
52000,1023.5,2.242033953921851,1.5813107579964583,2.902757149847244,7.4314862733012745,6.633991335925041,8.22898121067751
53000,1023.5,2.2396297411496904,1.5838721916310543,2.8953872906683262,7.437199454994953,6.644993099606915,8.22940581038299
54000,1023.5,2.2385600295365835,1.5836390293331313,2.8934810297400357,7.419577405101417,6.630265858062786,8.208888952140049
55000,1023.5,2.236477927566775,1.5816439747036337,2.891311880429917,7.456325994019844,6.667347474113179,8.245304513926508
56000,1023.5,2.238093098785743,1.577189240658901,2.898996956912584,7.467735665628187,6.671933563364989,8.263537767891384
57000,1023.5,2.2364313114706356,1.5776138334398204,2.8952487895014505,7.4742568177539175,6.66762394531526,8.280889690192575
58000,1023.5,2.2347634788562716,1.5843090410734462,2.8852179166390974,7.451296404153187,6.66217882470543,8.240413983600943
59000,1023.5,2.230402048210748,1.5736693053369188,2.8871347910845775,7.46821679838812,6.668318116553416,8.268115480222825
60000,1023.5,2.2310423005673865,1.5778885887190812,2.8841960124156913,7.450815978237981,6.6416442027406575,8.259987753735304
61000,1023.5,2.2272907223769294,1.570868214876796,2.8837132298770625,7.45839420085464,6.659491994653629,8.25729640705565
62000,1023.5,2.226641805362457,1.5705978634068343,2.8826857473180802,7.4487845014836465,6.64549771561094,8.252071287356351
63000,1023.5,2.225150270921611,1.57201335968861,2.8782871821546125,7.4489446371498325,6.661193131996611,8.236696142303055
64000,1023.5,2.2231620885634276,1.5686774545857731,2.877646722541082,7.464268773271337,6.663796325028762,8.264741221513912
65000,1023.5,2.223951956570038,1.568254413278802,2.879649499861274,7.4469277418705655,6.653120908334303,8.240734575406828
66000,1023.5,2.220525039635597,1.5679207681610643,2.8731293111101297,7.453059676819965,6.641563550529091,8.264555803110838
67000,1023.5,2.2214584658505365,1.5670336585349796,2.8758832731660933,7.44060428506345,6.648694279421932,8.232514290704968
68000,1023.5,2.2180426827379383,1.5672185701952843,2.868866795280592,7.4535715788639285,6.651895054414078,8.255248103313779
69000,1023.5,2.219555197316789,1.5627676506404646,2.8763427439931126,7.464729406592096,6.645394962641613,8.28406385054258
70000,1023.5,2.2165730441270854,1.5619170630418722,2.871229025212299,7.474393600360034,6.6727736691310815,8.276013531588985
71000,1023.5,2.2176336337998883,1.563473712137021,2.8717935554627556,7.476689777284542,6.675718913672548,8.277660640896537
72000,1023.5,2.212991511896164,1.55890557265171,2.8670774511406174,7.4700977190226885,6.662412725601415,8.277782712443962
73000,1023.5,2.2110342817674398,1.5588776237951762,2.8631909397397037,7.44630097472587,6.649182878125957,8.243419071325782
74000,1023.5,2.2128342184420036,1.5604336604829825,2.865234776401025,7.455455520977647,6.648459234124592,8.262451807830702
75000,1023.5,2.208959751368237,1.5555389773236261,2.862380525412848,7.486788779837552,6.690048873195107,8.283528686479997
76000,1023.5,2.2085277315278358,1.5547788215331058,2.8622766415225662,7.469372303773375,6.664268814922241,8.27447579262451
77000,1023.5,2.2063245983233424,1.557529590697344,2.8551196059493407,7.43385937372117,6.648511535289664,8.219207212152675
78000,1023.5,2.204504428331848,1.5508568548947568,2.8581520017689392,7.47637399100417,6.676609021505632,8.276138960502708
79000,1023.5,2.2044834584843116,1.5526468228548667,2.856320094113756,7.466168234519084,6.672441641952229,8.259894827085938
80000,1023.5,2.201040063963227,1.5492624887898234,2.8528176391366307,7.46230904762014,6.6771135674358035,8.247504527804475
81000,1023.5,2.2026974207844323,1.5509422418311638,2.8544525997377,7.420584510243765,6.621480071658848,8.219688948828683
82000,1023.5,2.2013501091047174,1.5468297830563835,2.8558704351530513,7.458867881871115,6.6562939696636025,8.261441794078628
83000,1023.5,2.202342092808385,1.5501245196574562,2.854559665959314,7.463220021772604,6.659746873920121,8.266693169625087
84000,1023.5,2.1972091102290463,1.5465377300218968,2.8478804904361965,7.448905902812163,6.65398650300745,8.243825302616875
85000,1023.5,2.1970924341890914,1.546639226148868,2.8475456422293144,7.437803524417653,6.6327651966488945,8.24284185218641
86000,1023.5,2.196092199444307,1.5465055868873392,2.845678812001275,7.451531639585914,6.646849928449423,8.256213350722405
87000,1023.5,2.192602485626116,1.5413440526929165,2.8438609185593156,7.431589026913478,6.634581310454056,8.2285967433729
88000,1023.5,2.193302648393964,1.5404741174646372,2.846131179323291,7.465326860592752,6.656402058671162,8.274251662514342
89000,1023.5,2.1911129725641443,1.5408674016527477,2.841358543475541,7.448136578599688,6.645844538743258,8.250428618456118
90000,1023.5,2.1903564789584147,1.541286977902303,2.8394259800145263,7.443731544007358,6.64696147786108,8.240501610153638
91000,1023.5,2.1901244509158144,1.538176498588079,2.84207240324355,7.435090772793907,6.631885170496375,8.238296375091439
92000,1023.5,2.1898235935235975,1.5392782861367886,2.840368900910406,7.4588782279170385,6.655894811116297,8.26186164471778
93000,1023.5,2.189032257162855,1.5389308169629214,2.8391336973627888,7.455121623267878,6.658480744546678,8.251762501989079
94000,1023.5,2.1866115239928763,1.5368753553598489,2.8363476926259032,7.448909195712413,6.648178160455845,8.249640230968982
95000,1023.5,2.185965350011804,1.5358843318749125,2.836046368148695,7.437338752209997,6.639787031943367,8.234890472476627
96000,1023.5,2.185434513273048,1.5346333077824088,2.8362357187636866,7.449806329412216,6.643752999546773,8.25585965927766
97000,1023.5,2.1869136543420704,1.538027647205165,2.8357996614789753,7.443947857541856,6.650150159719277,8.237745555364434
98000,1023.5,2.184223151234112,1.5330480507455917,2.8353982517226326,7.456032094698809,6.652471433624426,8.259592755773191
99000,1023.5,2.1831296907861284,1.5321667151165832,2.8340926664556734,7.428604936127858,6.624378927086732,8.232830945168985
100000,1023.5,2.1801278058685147,1.5304807759012706,2.8297748358357584,7.438548466734554,6.64147653982948,8.235620393639628
101000,1023.5,2.180301223490263,1.5308022478635375,2.829800199116988,7.444663845243028,6.646071947766004,8.243255742720052
102000,1023.5,2.1805540581366643,1.5327331255759815,2.8283749906973474,7.453020432179828,6.658241595717663,8.247799268641995
103000,1023.5,2.177816878840614,1.5274514439187616,2.8281823137624666,7.446435394788566,6.632352294788353,8.260518494788782
104000,1023.5,2.1751597386913146,1.528498867051263,2.821820610331366,7.438444760938271,6.641865884035392,8.23502363784115
105000,1023.5,2.1759427404771827,1.528183641037819,2.8237018399165468,7.452945208221669,6.656132034428201,8.249758382015136
106000,1023.5,2.1748722431895158,1.5274088122902763,2.822335674088755,7.456507557270899,6.6602379127228035,8.252777201818994
107000,1023.5,2.1752745278539694,1.5291811412324217,2.821367914475517,7.442480595151258,6.649071154496005,8.23589003580651
108000,1023.5,2.175325630501938,1.5280441375517506,2.822607123452126,7.418844045245792,6.6174319600909115,8.220256130400672
109000,1023.5,2.1718930712223616,1.5242999554081709,2.8194861870365524,7.449010388158721,6.655294832256925,8.242725944060515
110000,1023.5,2.1737340576124105,1.5256484174470406,2.8218196977777805,7.421385943911785,6.623746330140169,8.219025557683402
111000,1023.5,2.1789390118580143,1.532399003569548,2.825479020146481,7.443547490305124,6.663103001755401,8.223991978854848
112000,1023.5,2.177683074514249,1.5295482923133918,2.825817856715106,7.457259642610719,6.654300075454753,8.260219209766685
113000,1023.5,2.1874803432452317,1.5409167885027082,2.8340438979877556,7.454593754236194,6.666047668105594,8.243139840366794
114000,1023.5,2.1814864419127544,1.5328267028046727,2.8301461810208357,7.451129284558631,6.6599200419104765,8.242338527206785
115000,1023.5,2.1883104360176815,1.5400160812925436,2.836604790742819,7.489710461726229,6.679126698923432,8.300294224529026
116000,1023.5,2.183056453641496,1.5325207003468073,2.8335922069361845,7.482480517965216,6.686806471678411,8.278154564252022
117000,1023.5,2.1768004485016954,1.5298661003499627,2.823734796653428,7.442520838199999,6.649784545245496,8.235257131154503
118000,1023.5,2.1867318816673667,1.5379286741859128,2.835535089148821,7.467145159989454,6.6725951118913045,8.261695208087604
119000,1023.5,2.1895735898815025,1.5393049763235187,2.839842203439486,7.443375935324547,6.648209083682085,8.238542786967008
120000,1023.5,2.1823019566630735,1.5327018949070166,2.8319020184191306,7.46368565447228,6.665430922207842,8.261940386736716
121000,1023.5,2.177304503697836,1.5310979722062676,2.823511035189404,7.441155272912853,6.649124958181406,8.2331855876443
122000,1023.5,2.1765265401156517,1.5282751292710253,2.824777950960278,7.447694956372375,6.655481078841353,8.239908833903396
123000,1023.5,2.1750408617038692,1.5275777698156794,2.822503953592059,7.4305280003116465,6.650174296534944,8.210881704088349
124000,1023.5,2.1741668063722597,1.5270905460435127,2.8212430667010064,7.457970155610757,6.662288221436613,8.2536520897849
125000,1023.5,2.173609686059088,1.5255163599711774,2.8217030121469984,7.4566017873175925,6.650041762014004,8.263161812621181
126000,1023.5,2.1732242678624765,1.5232159779598593,2.8232325577650936,7.4348732728548645,6.643282612082542,8.226463933627187
127000,1023.5,2.171939173145563,1.5243012091603954,2.8195771371307305,7.456178767920817,6.651352389548654,8.261005146292979
128000,1023.5,2.170837014711239,1.5241985023062534,2.8174755271162244,7.4284501967222925,6.63698439708253,8.219915996362054
129000,1023.5,2.170680729723108,1.5236421988002644,2.817719260645952,7.445856488023123,6.649778088914616,8.241934887131631
130000,1023.5,2.1742677895395985,1.5275778647965603,2.820957714282637,7.475682496909425,6.6807827227669545,8.270582271051895
131000,1023.5,2.1716516648094673,1.5238445791292856,2.8194587504896487,7.443728087630656,6.652017908996465,8.235438266264847
132000,1023.5,2.172509177378083,1.5246225669190423,2.8203957878371244,7.461653906331525,6.6616625691369125,8.261645243526136
133000,1023.5,2.1719033530817327,1.5254270462774315,2.8183796598860336,7.439228362470627,6.644965310881467,8.233491414059786
134000,1023.5,2.171389952723887,1.5245429560978399,2.8182369493499344,7.430150600243435,6.62901257433758,8.23128862614929
135000,1023.5,2.1701797133050955,1.5212865664808264,2.819072860129365,7.430994089401224,6.639753616969231,8.222234561833218
136000,1023.5,2.172627425941953,1.5249644959002646,2.820290355983641,7.427966487931977,6.638283057397591,8.217649918466364
137000,1023.5,2.1699836032664686,1.5225227642735006,2.817444442259436,7.455961265943841,6.646458455143341,8.26546407674434
138000,1023.5,2.1718922396449742,1.5239817447036017,2.819802734586347,7.434693344285789,6.629839345515833,8.239547343055747
139000,1023.5,2.1692284065932435,1.5215756401883995,2.816881172998088,7.447214700815331,6.646266759670171,8.24816264196049
140000,1023.5,2.168466290589818,1.521934609846403,2.814997971333233,7.42404415731917,6.6294214861422835,8.218666828496055
141000,1023.5,2.171074969633808,1.525985333078578,2.8161646061890377,7.469245306365373,6.6788987959771395,8.259591816753607
142000,1023.5,2.1687427858866464,1.5213247822576614,2.816160789515632,7.4503811060061,6.654297908971766,8.246464303040433
143000,1023.5,2.1651311447191652,1.518309094664043,2.8119531947742873,7.427539563109489,6.627751719613688,8.22732740660529
