step,index,mean_unigram_loss,mean_bigram_loss,bottom_conf_unigram_loss,bottom_conf_bigram_loss,top_conf_unigram_loss,top_conf_bigram_loss
0,1023.5,11.025337100028992,11.01144540309906,10.807630761233762,10.794312310984967,11.243043438824222,11.228578495213153
1,1023.5,11.024275422096252,11.01305639743805,10.806487639207166,10.79609565211428,11.242063204985339,11.230017142761819
2,1023.5,11.026087045669556,11.010611891746521,10.808669943703784,10.793552723787467,11.243504147635328,11.227671059705575
4,1023.5,11.02398943901062,10.815925598144531,10.80648753567033,10.560301956291754,11.24149134235091,11.071549239997308
8,1023.5,11.020085096359253,10.31086140871048,10.801585387281596,9.79741339016644,11.23858480543691,10.82430942725452
16,1023.5,11.049584329128265,9.695176094770432,10.826663201040429,8.83412441279609,11.272505457216102,10.556227776744773
32,1023.5,11.004603177309036,9.344101537019014,10.78372479940261,8.404752313461954,11.225481555215463,10.283450760576075
64,1023.5,10.874343807809055,8.751173882279545,10.650019662621942,7.691567258625169,11.098667952996168,9.810780505933922
128,1023.5,10.653361402451992,7.726692781434394,10.328419996356715,6.607726293965,10.97830280854727,8.84565926890379
256,1023.5,11.08254817686975,6.742696522385813,10.584705302801067,5.5821600855595035,11.580391050938433,7.903232959212123
512,1023.5,11.883903905749321,6.8398967050598,11.250305138375447,5.660678864971853,12.517502673123195,8.019114545147747
1000,1023.5,12.179085239768028,7.125794992851297,11.494513311614888,5.864714176701317,12.863657167921168,8.386875809001276
2000,1023.5,11.96846331981942,7.107035809258377,11.244417195473858,5.845898964992147,12.692509444164983,8.368172653524608
3000,1023.5,11.816688641905785,6.9844445228045515,11.095787461607735,5.773995215933629,12.537589822203834,8.194893829675474
4000,1023.5,11.60131023824215,6.912668687527912,10.915150473821896,5.732852003669424,12.287470002662403,8.092485371386399
5000,1023.5,11.408380389213562,6.867269742549979,10.766072259203607,5.705177332628636,12.050688519223517,8.029362152471323
6000,1023.5,11.354705482721329,6.803659798039007,10.725682542867599,5.6464714494245705,11.983728422575059,7.9608481466534435
7000,1023.5,11.300233528017998,6.821472865798569,10.689140555984851,5.670200630186221,11.911326500051144,7.972745101410917
8000,1023.5,11.352621231228113,6.8144466589983494,10.726483901249479,5.648423284090163,11.978758561206748,7.980470033906536
9000,1023.5,11.25119911134243,6.783917598906555,10.645681598158546,5.627994997515907,11.856716624526314,7.939840200297203
10000,1023.5,11.238160878419876,6.7803203871662845,10.638023061800396,5.622431973456541,11.838298695039356,7.938208800876028
11000,1023.5,11.18712192773819,6.737798544174439,10.597359785035728,5.5819071424452416,11.776884070440651,7.893689945903636
12000,1023.5,11.21730887889862,6.775836602097115,10.62025509752824,5.6263411346251875,11.814362660269001,7.925332069569043
13000,1023.5,11.18302994966507,6.7774888180574635,10.594729944870037,5.632269388504007,11.771329954460102,7.92270824761092
14000,1023.5,11.16073203086853,6.721514061566268,10.568746681566063,5.57573420917176,11.752717380170997,7.867293913960776
15000,1023.5,11.189437836408615,6.719816561671905,10.584665876690588,5.574152511438812,11.794209796126642,7.8654806119049985
16000,1023.5,11.140683054924011,6.689932639961626,10.562684826626759,5.536380803898423,11.718681283221263,7.843484476024829
17000,1023.5,11.129750400781631,6.673662486186004,10.563850064898233,5.539967527741858,11.69565073666503,7.807357444630149
18000,1023.5,11.122256860136986,6.697792421609847,10.55197776114887,5.557706863649322,11.692535959125102,7.837877979570372
19000,1023.5,11.15300777554512,6.707332959445921,10.567192988623704,5.549895009450871,11.738822562466536,7.864770909440971
20000,1023.5,11.174546390771866,6.661974193168135,10.58085059977113,5.518787936351338,11.768242181772601,7.805160449984931
21000,1023.5,11.161562398076057,6.6636998145404505,10.568884644034924,5.512442217153318,11.754240152117191,7.814957411927583
22000,1023.5,11.167394429445267,6.688034605540452,10.56911946633041,5.525831970375313,11.765669392560124,7.8502372407055905
23000,1023.5,11.123485714197159,6.70533872217311,10.543265770493026,5.55323762223505,11.703705657901292,7.85743982211117
24000,1023.5,11.214649990200996,6.6861058475496975,10.607090219208827,5.539192645946886,11.822209761193166,7.833019049152509
25000,1023.5,11.133229419589043,6.685120234276837,10.548605591114786,5.542874956150245,11.7178532480633,7.82736551240343
26000,1023.5,11.114268764853477,6.704624664294897,10.531625610510718,5.5677681487600985,11.696911919196237,7.841481179829696
27000,1023.5,11.107336848974228,6.659454346870916,10.532509859061864,5.525811236976368,11.682163838886591,7.793097456765464
28000,1023.5,11.165841057896614,6.674487247186335,10.5672663713047,5.516596667424305,11.764415744488527,7.832377826948364
29000,1023.5,11.09972557425499,6.664988067743252,10.520134203385497,5.520777447464876,11.679316945124482,7.809198688021628
30000,1023.5,11.190148830413818,6.702037218834448,10.586242165045416,5.5435684794704665,11.79405549578222,7.86050595819843
31000,1023.5,11.100769937038422,6.6602024252988485,10.517254644387593,5.512794690858829,11.68428522968925,7.807610159738868
32000,1023.5,11.099785536527634,6.677976060522269,10.516809579296925,5.531217722926765,11.682761493758342,7.824734398117773
33000,1023.5,11.150440767407417,6.658702676540997,10.56537230012843,5.516848511941119,11.735509234686404,7.800556841140875
34000,1023.5,11.128329306840897,6.69103903436735,10.535676657258287,5.559393928740304,11.720981956423506,7.822684139994395
35000,1023.5,11.064121812582016,6.644502657734847,10.494400771475156,5.505169506292364,11.633842853688876,7.78383580917733
36000,1023.5,11.104669213294983,6.696052745834095,10.532147054986144,5.541807576211878,11.677191371603822,7.850297915456312
37000,1023.5,11.167759239673615,6.683013536963699,10.581176664495937,5.544914437002939,11.754341814851292,7.821112636924459
38000,1023.5,11.111504301428795,6.6622775847481535,10.530306720368669,5.523160114179774,11.69270188248892,7.801395055316533
39000,1023.5,11.117925226688385,6.656184176197712,10.531682720010338,5.499508504857087,11.704167733366432,7.812859847538337
40000,1023.5,11.148660019040108,6.669162875648908,10.549004114970817,5.524278597880501,11.748315923109399,7.814047153417315
41000,1023.5,11.140909746289253,6.683595833121217,10.54396312666373,5.523805271967957,11.737856365914777,7.843386394274477
42000,1023.5,11.175541877746582,6.675160530841822,10.566518106589879,5.519745647601002,11.784565648903286,7.8305754140826425
43000,1023.5,11.146219715476036,6.656715040699055,10.552783097678299,5.497543829672199,11.739656333273773,7.815886251725911
44000,1023.5,11.154545363038778,6.679782153876658,10.547015353186481,5.519040012903474,11.762075372891076,7.840524294849843
45000,1023.5,11.15250438451767,6.658731509440258,10.56149003133184,5.508140922816788,11.7435187377035,7.809322096063728
46000,1023.5,11.158991396427155,6.649065203966529,10.561166883407582,5.488675487454821,11.756815909446727,7.809454920478237
47000,1023.5,11.136046200990677,6.67115296951124,10.540434171118001,5.518833167891852,11.731658230863353,7.8234727711306284
48000,1023.5,11.086656361818314,6.670244040909893,10.510127837031192,5.532860674228636,11.663184886605436,7.807627407591149
49000,1023.5,11.204096272587776,6.689777124116517,10.593237752890996,5.5223186520262315,11.814954792284556,7.857235596206803
50000,1023.5,11.081612348556519,6.65536542100017,10.49731224192037,5.50186686332117,11.665912455192666,7.808863978679169
51000,1023.5,11.184493511915207,6.656922977004797,10.576723854647954,5.511459892710359,11.79226316918246,7.802386061299234
52000,1023.5,11.203739076852798,6.686609887094164,10.590803389963469,5.51759867788779,11.816674763742128,7.855621096300538
53000,1023.5,11.132940024137497,6.731793831278992,10.548022347796394,5.577651308106373,11.7178577004786,7.885936354451611
54000,1023.5,11.10458055138588,6.676298240505275,10.513036026442027,5.532741638619885,11.696125076329732,7.819854842390666
55000,1023.5,11.16542635858059,6.662627980080288,10.56266557926536,5.524487825850056,11.768187137895818,7.80076813431052
56000,1023.5,11.168044105172157,6.682047099719057,10.573861621945348,5.524722027241428,11.762226588398967,7.839372172196685
57000,1023.5,11.152927070856094,6.680406082956324,10.550317483288401,5.522899142323421,11.755536658423788,7.837913023589227
58000,1023.5,11.144161015748978,6.670664564024264,10.553988902476119,5.524657644993101,11.734333129021836,7.816671483055427
59000,1023.5,11.143918752670288,6.686935527097376,10.5402655180746,5.541239792803578,11.747571987265976,7.832631261391173
60000,1023.5,11.144756436347961,6.67232411664736,10.544377276742136,5.514617607019881,11.745135595953787,7.830030626274839
61000,1023.5,11.139005243778229,6.6948117079064104,10.538247938105885,5.524224278405755,11.739762549450573,7.865399137407066
62000,1023.5,11.142675071954727,6.680178853841426,10.543148234012534,5.524331797537063,11.74220190989692,7.836025910145788
63000,1023.5,11.125295907258987,6.7105801418365445,10.52755294743789,5.5770724069978685,11.723038867080085,7.8440878766752204
64000,1023.5,11.11594408750534,6.642182536532346,10.531010884071753,5.491688900306593,11.700877290938928,7.792676172758099
65000,1023.5,11.13878295570612,6.6805623264481255,10.544568966492296,5.522124004207658,11.732996944919943,7.839000648688593
66000,1023.5,11.152307271957397,6.672134763035501,10.54580456153486,5.510087288613513,11.758809982379935,7.834182237457489
67000,1023.5,11.128708988428116,6.685952274996453,10.532331674616982,5.535127394401984,11.72508630223925,7.836777155590921
68000,1023.5,11.131001815199852,6.681903421704192,10.540351102144962,5.5335331177563445,11.721652528254742,7.830273725652039
69000,1023.5,11.12656483054161,6.697734480647341,10.524021804188123,5.53659980972336,11.729107856895098,7.858869151571322
70000,1023.5,11.175238072872162,6.662512839959163,10.56830718169353,5.512098663579019,11.782168964050793,7.812927016339307
71000,1023.5,11.09609679877758,6.65108990072622,10.50939672296899,5.5079023659878334,11.68279687458617,7.794277435464606
72000,1023.5,11.168556451797485,6.654537711530793,10.557325492270175,5.499856399120933,11.779787411324795,7.809219023940653
73000,1023.5,11.147623509168625,6.670407927391352,10.554035422748175,5.515153851235808,11.741211595589075,7.8256620035468965
74000,1023.5,11.127320244908333,6.6744665500064,10.535764304662042,5.518169183245455,11.718876185154624,7.830763916767346
75000,1023.5,11.189018338918686,6.695221842332103,10.582050803172928,5.542630667983841,11.795985874664444,7.847813016680365
76000,1023.5,11.137903019785881,6.651924838381092,10.53898485232367,5.507572761791519,11.736821187248092,7.796276914970664
77000,1023.5,11.135540753602982,6.692849258381102,10.537394317879855,5.542993258358631,11.733687189326108,7.842705258403573
78000,1023.5,11.151136130094528,6.708852047173423,10.552521134113357,5.555490318180418,11.749751126075699,7.862213776166428
79000,1023.5,11.102188348770142,6.685688280551403,10.516194744521863,5.54493830315812,11.68818195301842,7.8264382579446865
80000,1023.5,11.14903336763382,6.683672689136074,10.552097526597228,5.543512283191303,11.745969208670411,7.823833095080845
81000,1023.5,11.118972599506378,6.70924499287139,10.5337352404767,5.552434493490249,11.704209958536056,7.866055492252531
82000,1023.5,11.112165659666061,6.6991575686843134,10.514556623993796,5.540435413033474,11.709774695338327,7.857879724335153
83000,1023.5,11.144592748954892,6.682952333976573,10.542537747775272,5.519868917651248,11.746647750134512,7.846035750301898
84000,1023.5,11.166433542966843,6.660980785798529,10.566276330067513,5.501462430697609,11.766590755866172,7.820499140899448
85000,1023.5,11.12965339422226,6.664589445765159,10.532645592229697,5.5137800737187685,11.726661196214822,7.81539881781155
86000,1023.5,11.120507419109344,6.677710626803673,10.528356549437863,5.527902259602973,11.712658288780826,7.8275189940043735
87000,1023.5,11.109755054116249,6.70342177290695,10.522094382722814,5.5526167241837365,11.697415725509684,7.854226821630163
88000,1023.5,11.201165184378624,6.699413212334548,10.580557725720523,5.5278686477675025,11.821772643036725,7.8709577769015935
89000,1023.5,11.101592391729355,6.658771440035707,10.51127161538628,5.51292611604848,11.69191316807243,7.804616764022934
90000,1023.5,11.105179518461227,6.691621417112401,10.521509207668128,5.555460326426219,11.688849829254327,7.827782507798584
91000,1023.5,11.105765998363495,6.676440309860482,10.5121407254892,5.518936854937158,11.69939127123779,7.833943764783806
92000,1023.5,11.126807183027267,6.687979539754451,10.525514044078207,5.533541138784878,11.728100321976328,7.842417940724024
93000,1023.5,11.131813183426857,6.700399847528388,10.530722846755493,5.544531943794281,11.73290352009822,7.856267751262495
94000,1023.5,11.123886451125145,6.692097464434482,10.52722284725261,5.533936820175536,11.72055005499768,7.850258108693429
95000,1023.5,11.169786125421524,6.656884593196082,10.559170415850202,5.494508109878249,11.780401834992846,7.819261076513915
96000,1023.5,11.139761179685593,6.698152555187335,10.542496592088641,5.53724813383408,11.737025767282544,7.8590569765405895
97000,1023.5,11.098695382475853,6.667920667932776,10.510904084447676,5.514332441440687,11.68648668050403,7.821508894424865
98000,1023.5,11.133356660604477,6.657077003486847,10.534489769126267,5.500857030223914,11.732223552082687,7.813296976749781
99000,1023.5,11.12673470377922,6.67323328877319,10.539693039915505,5.516738407040254,11.713776367642936,7.829728170506126
100000,1023.5,11.129030779004097,6.677540548620527,10.533687509741018,5.52369389132624,11.724374048267176,7.831387205914814
101000,1023.5,11.117731109261513,6.671446186097455,10.523768222411407,5.519045397245699,11.711693996111618,7.823846974949212
102000,1023.5,11.132579863071442,6.679765470100392,10.537490139883415,5.528872525130646,11.727669586259468,7.830658415070138
103000,1023.5,11.112482830882072,6.686606828145159,10.51958111937937,5.524439041376038,11.705384542384776,7.84877461491428
104000,1023.5,11.120966374874115,6.696284771631326,10.525412166840658,5.542068454766721,11.716520582907572,7.850501088495932
105000,1023.5,11.175787523388863,6.672585808251824,10.566515356926459,5.521280356594053,11.785059689851266,7.823891259909596
106000,1023.5,11.147901132702827,6.669134797406514,10.550395675270714,5.518706816139657,11.745406590134941,7.819562778673371
107000,1023.5,11.118594974279404,6.668496719157702,10.52867150803314,5.522362254205805,11.708518440525667,7.814631184109598
108000,1023.5,11.123877629637718,6.681518572238929,10.525555828135008,5.529676451316704,11.722199431140428,7.833360693161153
109000,1023.5,11.132679626345634,6.692215033581306,10.534151640850085,5.539117841890756,11.731207611841183,7.845312225271855
110000,1023.5,11.09736980497837,6.691535465559355,10.510129417719238,5.543747436551238,11.684610192237503,7.839323494567472
111000,1023.5,11.186458513140678,6.691667094912191,10.572857177683685,5.537834763000167,11.800059848597671,7.845499426824214
112000,1023.5,11.15441745519638,6.683327668730271,10.546199193576854,5.514052253774655,11.762635716815907,7.852603083685888
113000,1023.5,11.183818235993385,6.719299907215827,10.569452887069813,5.559994141065999,11.798183584916957,7.878605673365655
114000,1023.5,11.196025907993317,6.689346513026976,10.587075595494706,5.529939083820243,11.804976220491927,7.848753942233709
115000,1023.5,11.267198085784912,6.6911513185586955,10.622797869382376,5.514161536215701,11.911598302187448,7.86814110090169
116000,1023.5,11.23348981142044,6.703728011192652,10.607601765839743,5.536026444242983,11.859377857001139,7.871429578142321
117000,1023.5,11.186198234558105,6.6837465334920125,10.57914783591895,5.531401997245765,11.79324863319726,7.83609106973826
118000,1023.5,11.204737067222595,6.708844008644519,10.591894926624404,5.544543194035142,11.817579207820787,7.873144823253896
119000,1023.5,11.18276646733284,6.707059262518669,10.57069904001476,5.548387803747103,11.79483389465092,7.865730721290236
120000,1023.5,11.197894915938377,6.7016986190428725,10.58795755868579,5.5371593786780515,11.807832273190964,7.866237859407693
121000,1023.5,11.173706665635109,6.674303773326756,10.56285323156641,5.517000090250395,11.784560099703809,7.831607456403116
122000,1023.5,11.185723453760147,6.676320488884812,10.57523946535561,5.521116050603933,11.796207442164684,7.831524927165692
123000,1023.5,11.180343240499496,6.682444345315162,10.57189956493293,5.526377346407084,11.788786916066062,7.83851134422324
124000,1023.5,11.212741285562515,6.694303428819694,10.59243007152185,5.522068230973925,11.83305249960318,7.866538626665463
125000,1023.5,11.233057618141174,6.673479575189049,10.602745626668893,5.501929908515523,11.863369609613455,7.845029241862575
126000,1023.5,11.16769303381443,6.6864605153659795,10.564425484552412,5.5229112442526525,11.770960583076448,7.850009786479307
127000,1023.5,11.238271787762642,6.6844951125531225,10.611552375379585,5.516218102781964,11.864991200145699,7.852772122324281
128000,1023.5,11.161847561597824,6.643968598851643,10.559094628364884,5.487204481090615,11.764600494830765,7.800732716612671
129000,1023.5,11.192680388689041,6.69121672433721,10.574756495360067,5.528836065154522,11.810604282018016,7.853597383519897
